subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
181,0|2|4|5|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
182,1|2|4|5|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
183,0|1|2|4|5|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
184,3|4|5|7,4,41,16,0.3902439024390244,0.3613095238095238,0,2,-0.04878048780487804,-0.020833333333333315
185,0|3|4|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
186,1|3|4|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
187,0|1|3|4|5|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
188,2|3|4|5|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
189,0|2|3|4|5|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
190,1|2|3|4|5|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
191,0|1|2|3|4|5|7,7,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
192,6|7,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
193,0|6|7,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
194,1|6|7,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
195,0|1|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
196,2|6|7,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
197,0|2|6|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
198,1|2|6|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
199,0|1|2|6|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
200,3|6|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
201,0|3|6|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
202,1|3|6|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
203,0|1|3|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
